compound_name,SMILES,inchikey,ESI_mode,logRF_original,isotope_correction,organic_modifier,organic_pc,vendor,instrument_model,mass_analyzer,ESI_source,eluent_composition,publication,doi,viscosity,surface_tension,polarity_index,pH.aq.,NH4,logP,apKa1,apKa2,bpKa1,bpKa2
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,JYGXADMDTFJGBT-VWUMJDOOSA-N,positive,1.418048375,127.1342587,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,1.28,12.59,13.87,-2.85,-3.33
Hydrocortisone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,ALEXXDVDDISNDU-JZYPGELDSA-N,positive,1.496245768,130.1961558,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,1.72,12.61,14.88,-2.85,-3.84
Medroxyprogesterone acetate,C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(OC(C)=O)C(C)=O)[C@@]4(C)CCC(=O)C=C14,PSGAAPLEWMOORI-PEINSRQWSA-N,positive,1.765545408,131.1227678,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,4.13,17.73,18.53,-4.9,-6.99
Norethisterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,VIKNJXKGJWUCNN-XGXHKTLJSA-N,positive,1.67972345,124.7083448,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,3.22,17.59,18.25,-1.66,-4.73
Prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,OIGNJSKKLXVSLS-VWUMJDOOSA-N,positive,1.254691393,127.111256,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,1.27,12.59,13.87,-2.85,-3.33
Prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,positive,1.567937417,127.0882534,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,1.66,12.58,13.91,-3.33,-3.85
Progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,positive,1.815895798,126.0939221,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,4.15,18.47,19.46,-4.82,-7.36
Proscillaridin,CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O,MYEJFUXQJGHEQK-OWBILYANSA-N,positive,1.403771468,141.1714537,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,2.3,12.22,13.27,0.3,-3.61
Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,LXMSZDCAJNLERA-ZHYRCANASA-N,positive,1.653555766,137.7727664,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,3.64,17.89,NA,-4.88,-6.09
Stanolone,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,NVKAWKQGWWIWPM-ABEVXSGRSA-N,positive,0.384719624,123.42888,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,3.41,19.38,NA,-0.88,-7.35
Testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,positive,1.585727607,123.4058773,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,3.37,18.52,19.38,-0.88,-4.82
Testosterone acetate,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,DJPZSBANTAQNFN-PXQJOHHUSA-N,positive,1.786093989,126.5537246,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,3.81,18.52,NA,-4.81,-7.01
Testosterone propionate,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,PDMMFKSKQVNJMI-BLQWBTBKSA-N,positive,1.820772829,127.9371956,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,4.51,18.52,NA,-4.81,-7.04
Androsterone,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O,QGXBDMJGAMFCBF-HLUDHZFRSA-N,positive,0.53084766,123.42888,MeOH,50,Shimadzu,LCMS 2020,Q,ESI,MeOH/H2O pH = 10 adjusted with ammonia 50/50,Alymatiri,10.1039/c5ay02839f,1.60364275,31.862825,7.65,10,1,3.77,18.3,NA,-1.36,-7.48
"(9Z,12R)-12-Hydroxyoctadec-9-enoic acid",CCCCCC[C@@H](O)C/C=C\CCCCCCCC(O)=O,WBHHMMIMDMUBKC-QJWNTBNXSA-N,negative,0.020474938,122.6031894,MeOH,74.02018122,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"70.3% MeOH 0.4 mM ammonium formate, 29.7% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.30192286,28.14445929,6.424970758,3,1,5.4,4.99,18.4,-1.31,NA
(Z)-Hexadec-9-enoic acid,CCCCCC/C=C\CCCCCCCC(O)=O,SECPZKHBENQXJG-FPLPWBNLSA-N,negative,-0.428787118,119.4649634,MeOH,79.31001372,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"75.3% MeOH 0.4 mM ammonium formate, 24.7% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.179803165,27.41472324,6.1551893,3,1,5.89,4.99,NA,NA,NA
"{4-[({2-[3-Fluoro-4-(trifluoromethyl)phenyl]-4-methyl-1,3-thiazol-5-yl}methyl)sulfanyl]-2-methylphenoxy}acetic acid",CC1=C(CSC2=CC(C)=C(OCC(O)=O)C=C2)SC(=N1)C3=CC=C(C(F)=C3)C(F)(F)F,HWVNEWGKWRGSRK-UHFFFAOYSA-N,negative,-0.597664326,140.108061,MeOH,67.90856672,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"64.5% MeOH 0.4 mM ammonium formate, 35.5% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.417992856,28.89995667,6.736663097,3,1,5.85,3.5,NA,2.09,-4.89
1-Phenyl-2-thiourea,NC(=S)NC1=CC=CC=C1,FULZLIGZKMKICU-UHFFFAOYSA-N,negative,-0.32434745,114.1497781,MeOH,27.49443987,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"26.1% MeOH 0.4 mM ammonium formate, 73.9% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.510349022,41.49932582,8.797783567,3,1,1.77,13.9,18.25,NA,NA
12-Hydroxyoctadecanoic acid,CCCCCCC(O)CCCCCCCCCCC(O)=O,ULQISTXYYBZJSJ-UHFFFAOYSA-N,negative,-0.037412147,122.626192,MeOH,76.7558299,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"72.9% MeOH 0.4 mM ammonium formate, 27.1% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.241277404,27.78218363,6.285452675,3,1,5.76,4.95,18.48,-1.27,NA
17alpha-Hydroxyprogesterone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,DBPWSSGDRRHUNT-CEGNMAFCSA-N,negative,-0.883958492,126.5537246,MeOH,59.25761944,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"56.3% MeOH 0.4 mM ammonium formate, 43.7% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.536430961,30.07079151,7.177861409,3,1,3.4,12.7,18.19,-3.8,-4.82
2-(4-Hydroxybenzyl)phenol,OC1=CC=C(CC2=C(O)C=CC=C2)C=C1,LVLNPXCISNPHLE-UHFFFAOYSA-N,negative,-0.917754234,115.5219052,MeOH,43.54818781,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"41.4% MeOH 0.4 mM ammonium formate, 58.6% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.614089629,33.6938885,7.979042422,3,1,3.46,9.8,10.44,-5.46,-5.49
2-[4-(Diethylamino)-2-hydroxybenzoyl]benzoic acid,CCN(CC)C1=CC(O)=C(C=C1)C(=O)C2=C(C=CC=C2)C(O)=O,FQNKTJPBXAZUGC-UHFFFAOYSA-N,negative,-0.804241215,123.0795985,MeOH,47.55086491,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"45.2% MeOH 0.4 mM ammonium formate, 54.8% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.611128525,32.48985641,7.77490589,3,1,3.59,3.72,7.32,3.09,-7.24
2-Acrylamido-2-methyl-1-propanesulfonic acid,CC(C)(CS(O)(=O)=O)NC(=O)C=C,XHZPRMZZQOIPDS-UHFFFAOYSA-N,negative,-0.60662666,114.9083332,MeOH,25.42854201,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"24.2% MeOH 0.4 mM ammonium formate, 75.8% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.483557461,42.93452943,8.903144357,3,1,-1.39,-0.96,15.07,-0.19,NA
"2-Amino-5-(5-nitro-2-furyl)-1,3,4-oxadiazole",NC1=NN=C(O1)C2=CC=C(O2)[N]([O])=O,VTWQUFUBSCXPOW-UHFFFAOYSA-N,negative,-0.683272795,109.1005939,MeOH,27.27924217,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"25.9% MeOH 0.4 mM ammonium formate, 74.1% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.507701244,41.64358042,8.808758649,3,1,-2.38,12.05,NA,-1.72,-3.75
2-Amino-5-nitrophenol,NC1=C(O)C=C(C=C1)[N]([O])=O,DOPJTDJKZNWLRB-UHFFFAOYSA-N,negative,-0.067565803,108.1263423,MeOH,27.83875618,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"26.4% MeOH 0.4 mM ammonium formate, 73.6% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.51451629,41.27100846,8.780223435,3,1,-1.52,9.61,NA,1.84,-6.09
2-Amino-6-nitrobenzothiazole,NC1=NC2=CC=C(C=C2S1)[N]([O])=O,GPNAVOJCQIEKQF-UHFFFAOYSA-N,negative,-0.078587384,114.9261066,MeOH,34.50988468,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"32.8% MeOH 0.4 mM ammonium formate, 67.2% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.578451832,37.41763936,8.439995881,3,1,-0.39,16.37,NA,4.26,-8.06
2-Aminobenzimidazole,NC1=NC2=CC=CC=C2N1,JWYUFVNJZUSCSM-UHFFFAOYSA-N,negative,-0.863246147,108.9126572,MeOH,27.7526771,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"26.4% MeOH 0.4 mM ammonium formate, 73.6% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.513482455,41.32780157,8.784613468,3,1,1.11,12.56,NA,8.11,-5.98
2-Chloro-4-phenylphenol,OC1=CC(Cl)=C(C=C1)C2=CC=CC=C2,MXORDJXBRHNWBE-UHFFFAOYSA-N,negative,-0.697486644,150.4554498,MeOH,59.04242175,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"56.1% MeOH 0.4 mM ammonium formate, 43.9% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.538692067,30.10435575,7.188836491,3,1,3.92,8.83,NA,-6.29,NA
2-Isopropyl-6-methyl-4-pyrimidone,CC(C)C1=NC(=O)C=C(C)N1,AJPIUNPJBFBUKK-UHFFFAOYSA-N,negative,-0.842622308,110.0543014,MeOH,28.26915157,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"26.9% MeOH 0.4 mM ammonium formate, 73.1% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.519605646,40.98988758,8.75827327,3,1,0.6,9.64,NA,1.58,NA
2-Mercaptobenzothiazole,SC1=NC2=C(S1)C=CC=C2,YXIWHUQXZSMYRE-UHFFFAOYSA-N,negative,-0.49630103,119.7066344,MeOH,37.22137562,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"35.4% MeOH 0.4 mM ammonium formate, 64.6% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.595303222,36.13611759,8.301709843,3,1,2.89,7.46,NA,1.26,NA
"2-Methyl-4,6-dinitrophenol",CC1=C(O)C(=CC(=C1)[N]([O])=O)[N]([O])=O,ZXVONLUNISGICL-UHFFFAOYSA-N,negative,0.376142912,109.765287,MeOH,25.42854201,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"24.2% MeOH 0.4 mM ammonium formate, 75.8% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.483557461,42.93452943,8.903144357,3,1,-2.54,5.98,NA,-7.46,-9.65
"2,2'-Dibenzoylaminodiphenyl disulfide",O=C(NC1=CC=CC=C1SSC2=C(NC(=O)C3=CC=CC=C3)C=CC=C2)C4=CC=CC=C4,ZHMIOPLMFZVSHY-UHFFFAOYSA-N,negative,-1.308806821,147.9726419,MeOH,69.63014827,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"66.1% MeOH 0.4 mM ammonium formate, 33.9% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.388010937,28.68915779,6.648862438,3,1,6.76,13.04,13.64,-3.67,-4.27
"2,2',4,4'-Tetrahydroxybenzophenone",OC1=CC(O)=C(C=C1)C(=O)C2=CC=C(O)C=C2O,WXNRYSGJLQFHBR-UHFFFAOYSA-N,negative,0.312981535,116.4503341,MeOH,37.04921746,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"35.2% MeOH 0.4 mM ammonium formate, 64.8% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.594390271,36.21300404,8.310489909,3,1,3.52,6.75,7.38,-6.63,-6.63
"2,2',6,6'-Tetrachlorobisphenol A",CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C2=CC(Cl)=C(O)C(Cl)=C2,KYPYTERUKNKOLP-UHFFFAOYSA-N,negative,-0.303319795,279.7436074,MeOH,68.68327842,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"65.2% MeOH 0.4 mM ammonium formate, 34.8% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.404764396,28.80489246,6.697152801,3,1,6.46,6.27,6.88,-7.47,-7.47
"2,3-Quinolinedicarboxylic acid",OC(=O)C1=C(N=C2C=CC=CC2=C1)C(O)=O,YHUVMHKAHWKQBI-UHFFFAOYSA-N,negative,-1.467019012,113.8803885,MeOH,25.51462109,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"24.2% MeOH 0.4 mM ammonium formate, 75.8% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.484734971,42.8724538,8.898754325,3,1,0.37,0.41,4.04,5.53,NA
"2,4-Dichlorophenoxyacetic acid",OC(=O)COC1=C(Cl)C=C(Cl)C=C1,OVSKIKFHRZPJSS-UHFFFAOYSA-N,negative,-0.183239595,190.9665712,MeOH,33.99341021,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"32.3% MeOH 0.4 mM ammonium formate, 67.7% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.574643399,37.67934473,8.466336079,3,1,2.5,2.81,NA,-4.94,NA
"2,4-Dinitrophenol",OC1=C(C=C(C=C1)[N]([O])=O)[N]([O])=O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,negative,0,108.6135262,MeOH,26.89188633,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"25.5% MeOH 0.4 mM ammonium formate, 74.5% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.502851433,41.90627802,8.828513797,3,1,-3.06,5.59,NA,-7.48,-9.46
"2,4,4'-Trihydroxybenzophenone",OC1=CC=C(C=C1)C(=O)C2=CC=C(O)C=C2O,OKJFKPFBSPZTAH-UHFFFAOYSA-N,negative,0.328813682,116.1778481,MeOH,39.63158979,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"37.7% MeOH 0.4 mM ammonium formate, 62.3% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.605849607,35.12022928,8.178788921,3,1,3.17,7.01,7.87,-6.63,-6.92
"2,4,5-Trichlorophenoxyacetic acid",OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,SMYMJHWAQXWPDB-UHFFFAOYSA-N,negative,-0.146986852,252.2375803,MeOH,41.39621087,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"39.3% MeOH 0.4 mM ammonium formate, 60.7% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.610925723,34.44481335,8.088793245,3,1,3.11,2.56,NA,-4.95,NA
"2,4,6-Trimethylbenzoic acid",CC1=CC(C)=C(C(O)=O)C(C)=C1,FFFIRKXTFQCCKJ-UHFFFAOYSA-N,negative,-0.510352877,111.8911528,MeOH,28.22611203,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"26.8% MeOH 0.4 mM ammonium formate, 73.2% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.519102697,41.01778713,8.760468287,3,1,3.17,4.03,NA,NA,NA
"2,5-Dichloro-3-nitrobenzoic acid",OC(=O)C1=C(Cl)C(=CC(Cl)=C1)[N]([O])=O,AUAXYMOBWXOEQD-UHFFFAOYSA-N,negative,-0.390257458,189.9220774,MeOH,27.92483526,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"26.5% MeOH 0.4 mM ammonium formate, 73.5% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.515544804,41.21440551,8.775833402,3,1,0.48,2.69,NA,NA,NA
"2,5-Dimethylbenzenesulfonic acid",CC1=CC=C(C)C(=C1)S(O)(=O)=O,IRLYGRLEBKCYPY-UHFFFAOYSA-N,negative,-0.623308071,115.4767575,MeOH,27.62355848,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"26.2% MeOH 0.4 mM ammonium formate, 73.8% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.511921725,41.41334866,8.791198517,3,1,2.18,-1.94,NA,NA,NA
"2,6-Di-tert-butyl-4-nitrophenol",CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[N]([O])=O,FCGKUUOTWLWJHE-UHFFFAOYSA-N,negative,0.789518631,117.5441708,MeOH,72.94419275,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"69.3% MeOH 0.4 mM ammonium formate, 30.7% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.324303313,28.28075263,6.47984617,3,1,2.4,8.97,NA,-6.09,-9.46
"2,7-Acetylaminofluorene",CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,XBZBRCVCSVLJJZ-UHFFFAOYSA-N,negative,-0.541032828,121.4376898,MeOH,35.7580313,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"34% MeOH 0.4 mM ammonium formate, 66% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.586864669,36.8087739,8.376340404,3,1,2.21,14,14.6,-4.09,-4.69
3-Hydroxy-2-naphthoic acid,OC(=O)C1=CC2=C(C=CC=C2)C=C1O,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,negative,0.172168763,113.2714668,MeOH,31.84143328,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"30.2% MeOH 0.4 mM ammonium formate, 69.8% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.556712931,38.83358727,8.576086903,3,1,2.97,2.69,12.83,-6.31,NA
3-Hydroxy-N-(3-nitrophenyl)naphthalene-2-carboxamide,OC1=CC2=C(C=CC=C2)C=C1C(=O)NC3=CC=CC(=C3)[N]([O])=O,YZJSKRBKHCLMQC-UHFFFAOYSA-N,negative,0.878060231,122.106192,MeOH,65.19707578,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"61.9% MeOH 0.4 mM ammonium formate, 38.1% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.460898153,29.23960661,6.874949135,3,1,1.39,7.7,15.55,-4.28,-6.27
3-Phenoxybenzoic acid,OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,NXTDJHZGHOFSQG-UHFFFAOYSA-N,negative,-0.595716091,115.8186796,MeOH,38.34040362,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"36.4% MeOH 0.4 mM ammonium formate, 63.6% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.600718583,35.65059628,8.244639415,3,1,3.13,3.82,NA,-3.7,NA
3-Trifluoromethyl-4-nitrophenol,OC1=CC(=C(C=C1)[N]([O])=O)C(F)(F)F,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,negative,0.82753299,108.9127733,MeOH,45.05457166,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"42.8% MeOH 0.4 mM ammonium formate, 57.2% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.614325511,33.21275303,7.902216845,3,1,0.18,7.34,NA,-6.99,-9.13
"3,3',5,5'-Tetrabromobisphenol A",CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C2=CC(Br)=C(O)C(Br)=C2,VEORPZCZECFIRK-UHFFFAOYSA-N,negative,0.141589901,314.4215685,MeOH,71.60996705,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"68% MeOH 0.4 mM ammonium formate, 32% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.350900356,28.44659004,6.54789168,3,1,7.12,6.57,7.18,-7.38,-7.38
"3,5,3'-Triiodothyronine",N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,AUYYCJSJGJYCDS-LBPRGKRZSA-N,negative,NaN,119.0629531,MeOH,50.99402801,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"48.4% MeOH 0.4 mM ammonium formate, 51.6% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.599375518,31.62948315,7.599304572,3,1,2.8,0.3,8.49,9.48,-3.79
4'-Sulfamylacetanilide,CC(=O)NC1=CC=C(C=C1)S(N)(=O)=O,PKOFBDHYTMYVGJ-UHFFFAOYSA-N,negative,-0.465328138,116.2074171,MeOH,25.98805601,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"24.7% MeOH 0.4 mM ammonium formate, 75.3% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.491116157,42.53461558,8.874609143,3,1,-0.18,10.28,13.92,-4.42,NA
"4-Amino-6-tert-butyl-3-thioxo-3,4-dihydro-1,2,4-triazin-5(2H)-one",CC(C)(C)C1=NNC(=S)N(N)C1=O,OFKAVNQBCRJBJE-UHFFFAOYSA-N,negative,-0.502823152,115.3345895,MeOH,37.04921746,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"35.2% MeOH 0.4 mM ammonium formate, 64.8% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.594390271,36.21300404,8.310489909,3,1,1.53,7.55,NA,2.62,-3.87
4-Chlorobenzoic acid,OC(=O)C1=CC=C(Cl)C=C1,XRHGYUZYPHTUJZ-UHFFFAOYSA-N,negative,-0.499547294,142.7773482,MeOH,28.01091433,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"26.6% MeOH 0.4 mM ammonium formate, 73.4% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.516567996,41.15799235,8.771443369,3,1,2.23,4.07,NA,NA,NA
4-Chlorophenol,OC1=CC=C(Cl)C=C1,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,negative,-1.264385818,140.9425282,MeOH,39.67462932,Agilent,Agilent 6530B Accurate-Mass QTOF/MS,QTOF,HESI,"37.7% MeOH 0.4 mM ammonium formate, 62.3% 0.4 mM ammonium formate",Abrahamsson,10.1021/acs.jcim.9b01096,1.606000021,35.10308677,8.176593904,3,1,2.27,8.96,NA,-6.26,NA
